name	coverage	copy_number
ALLBUL-1.334_INT#LTR/ERVK	48	1
ALLBUL-6.188_INT#LTR/ERV1	48	1
BATUMI_I#LTR/Pao	48	1
GRAMUR-1.206#LTR/ERV1	48	1
GYPSY3_I#LTR/Gypsy	48	1
HALYOMORPHA_HALYS-4_FAMILY-115#Unknown	48	1
HAT-N111_DR#DNA/hAT-Ac	48	1
HIPARM-3.567#DNA/TcMar-Tigger	48	1
MAMRTE1#LINE/RTE-BovB	48	1
ODOVIR-6.1781#LTR/ERVK	48	1
OVIARI-5.2557_INT#LTR/ERV1	48	1
PUMCON-6.3252#LTR/ERVK	48	1
SIGHIS-1.111#LTR/ERVK	48	1
TE1202_SO2_FAM2172#LINE/RTE-RTE	48	1
TE1233_SO2_FAM0220#LTR/Gypsy	48	1
TE2259_SO2_FAM0032#Unknown	48	1
TE2676_SO2_FAM0741#DNA/CMC-Chapaev	48	1
TE2890_SO2_FAM0096#Unknown	48	1
ACOL_GYPSY_ELE59#LTR/Gypsy	47	1
APLRUF-4.183#SINE/ID	47	1
BEL-40_DRE-I#LTR/Pao	47	1
BOSMUT-1.260#LTR/ERV1	47	1
CRACK-2_DR#LINE/L2	47	1
DIRS-9C_DR#LTR/Ngaro	47	1
DNA-8-16_DR#DNA/hAT-hobo	47	1
DNA-8-26_DR#DNA/hAT-Tip100	47	1
HALYOMORPHA_HALYS-3_FAMILY-158#Unknown	47	1
HALYOMORPHA_HALYS-6_FAMILY-1165#Unknown	47	1
LTR2C#LTR/ERV1	47	1
MER4-INT#LTR/ERV1	47	2
NAIAD_MCOR#PLE/Naiad	47	1
TE0731_SO2_FAM1712#LINE/I-Jockey	47	1
TX1-36_DR#LINE/L1-Tx1	47	1
UROGRA-1.58#LTR	47	1
ACOL_P_ELE9#DNA/P	46	1
BEL-46_DRE-I#LTR/Pao	46	1
CRIGRI-1.285_INT#LTR/ERV1	46	1
DOLPAT-5.176#LINE/L1	46	1
ERYPAT-4.251#LINE/L1	46	1
I-1_HMEL_N#LINE/I	46	1
L2-34_DR#LINE/L2	46	1
ORYAFE-1.170#LINE/L1	46	1
OTOGAR-4.36#LINE/L1	46	1
OTOGAR-5.971#LINE/L1	46	1
RATNOR-3.124#LINE/L1	46	1
STALKER2_I#LTR/Gypsy	46	1
TE0272_SO2_FAM1269#Unknown	46	1
TE0403_SO2_FAM1393#Unknown	46	1
TE0585_SO2_FAM0157#LTR/Pao	46	1
TE0600_SO2_FAM1584#DNA/hAT-Tag1	46	1
TE1025_SO2_FAM0200#LINE/I	46	1
TE1761_SO2_FAM2696#Unknown	46	1
TE2352_SO2_FAM0413#Unknown	46	1
TE2368_SO2_FAM0043#DNA/PiggyBac	46	1
TE2552_SO2_FAM0613#Unknown	46	1
TX1-19_DR#LINE/L1-Tx1	46	1
TX1-50_DR#LINE/L1-Tx1	46	1
ACOL_COPIA_ELE11#LTR/Copia	45	1
ACOL_PIF_ELE9#DNA/PIF-Harbinger	45	1
BEL33-I_DR#LTR/Pao	45	1
CRATHO-1.220#DNA/TcMar-Tigger	45	1
CRIGRI-6.227#LTR/ERV1	45	1
ERV1-3-I_DR#LTR/ERV1	45	1
MURFEA-5.5308#DNA/PiggyBac	45	1
MUSAVE-1.137#LINE/L1	45	1
MUSSPR-1.157#LTR/ERVK	45	1
NAIAD_ADUX#PLE/Naiad	45	1
PTEBRA-1.136#LTR/ERV1	45	1
RHIPRU-5.1045#Satellite	45	2
RLTR13D6#LTR/ERVK	45	1
TE1269_SO2_FAM2235#Unknown	45	1
TE1621_SO2_FAM2568#Unknown	45	1
TE1776_SO2_FAM0271#LTR/Gypsy	45	1
ACOL_PAO_BEL_ELE20#Unknown	44	1
CAVTSC-6.1340#LINE/L1	44	1
CEBCAP-5.2799_INT#LTR/ERV1	44	1
ELLTAL-6.1769#LTR	44	1
GYPSY117-LTR_DR#LTR/Gypsy	44	1
L1-12_DR#LINE/L1	44	1
NMAR-1_ETAL#DNA/TcMar-Mariner	44	1
RC35S#Satellite	44	1
RLTR42-INT#LTR/ERVK	44	1
SPEDAU-1.491#LINE/L1	44	1
TE-X-10_DR#DNA/TcMar-Tc1	44	1
TE0139_SO2_FAM1139#DNA/TcMar-Fot1	44	1
TE1970_SO2_FAM0289#LTR/Gypsy	44	1
TE2176_SO2_FAM3076#Unknown	44	1
TE3289_SO2_FAM598#LTR/Gypsy	44	1
THRSWI-1.144#LTR/ERVK	44	1
TOLMAT-1.308_INT#LTR/ERV1	44	1
TRIMAN-1.203#DNA/hAT-Tip100	44	1
TUPTAN-1.239#LTR/ERV1	44	1
AMMLER-6.574#LTR/ERV1	43	1
CAVTSC-1.33#LINE/L1	43	1
CUNPAC-5.198#LTR/ERV1	43	1
ENSPM-4N2_DR#DNA/CMC-EnSpm	43	1
ERV1-1_PKUH-INT#LTR/ERV1	43	1
ERV1-2_PDIS-INT#LTR/ERV1	43	1
ERV1-N6-LTR_DR#LTR/ERV1	43	1
GYPSY-220_DR-LTR#LTR/Gypsy	43	1
GYPSY154-I_DR#LTR/Gypsy	43	1
GYPSY156-I_DR#LTR/Gypsy	43	1
HAT-N23_DR#DNA/hAT-Ac	43	1
HIPGAL-1.158#LINE/L1	43	1
L1-TX1-1_DR#LINE/L1-Tx1	43	1
L2-12_HMEL_B1#LINE/L2	43	1
LTR23-INT#LTR/ERV1	43	1
MER57A-INT#LTR/ERV1	43	1
MMERGLN-INT#LTR/ERV1	43	1
MURFEA-1.165#LINE/L1	43	1
REX1-29_DRE#LINE/Rex-Babar	43	1
REX1-38_DRE#LINE/Rex-Babar	43	1
TE0246_SO2_FAM1244#DNA/TcMar-Tc1	43	1
TE0450_SO2_FAM0144#LTR/Gypsy	43	1
TE0951_SO2_FAM1929#Unknown	43	1
TE1191_SO2_FAM2162#Unknown	43	1
TE2905_SO2_FAM0975#DNA/hAT-hATm	43	1
TE2982_SO2_FAM1197#Unknown	43	1
TOLMAT-1.18#Retroposon/L1-dep	43	1
TX1-40_DR#LINE/L1-Tx1	43	1
UCYLTRL3#LTR/ERVL	43	1
DINBRA-1.130_LTR#LTR/ERV1	42	1
GYPSY-129_DR-I#LTR/Gypsy	42	1
HALYOMORPHA_HALYS-1_FAMILY-337#Unknown	42	1
HELITRON-1N2_DR#RC/Helitron	42	1
HETBRU-6.151_INT#LTR/ERV1	42	1
OCTDEG-1.191#LINE/L1	42	1
ONDZIB-1.133_INT#LTR/ERVK	42	1
PROCOQ-1.219#LTR/ERV1	42	1
RTEX-4_DR#LINE/RTE-X	42	1
TE0730_SO2_FAM1711#DNA/TcMar-Pogo	42	1
TE1656_SO2_FAM0260#Unknown	42	1
TE1751_SO2_FAM2687#Unknown	42	1
TE2339_SO2_FAM0400#Unknown	42	1
TUPCHI-1.162#LINE/L1	42	1
ACADEM-2_TESTU#DNA/Academ-1	41	1
ACOL_GYPSY_ELE75#LTR/Gypsy	41	1
ACOL_JOCKEY_ELE19#Unknown	41	1
BEL-61_DRE-I#LTR/Pao	41	1
CERCOT-4.405_INT#LTR/ERV1	41	1
GYPSY153-I_DR#LTR/Gypsy	41	1
L2-8_DR#LINE/L2	41	1
MYOCOY-5.1127#SINE/ID	41	1
PABL_A-INT#LTR/ERV1	41	1
REX1-28_DRE#LINE/Rex-Babar	41	1
RTE-16_HMEL_C#LINE/RTE	41	1
SORARA-1.26#SINE/tRNA-RTE	41	1
SPEDAU-1.43#SINE/ID	41	1
TADBRA-1.42#LINE/L1	41	1
TE0378_SO2_FAM0137#LINE/I	41	1
TE0881_SO2_FAM0186#DNA/TcMar-m44	41	1
TE1740_SO2_FAM2677#Unknown	41	1
TE2948_SO2_FAM1039#LINE/I	41	1
TE2953_SO2_FAM1076#Unknown	41	1
TOGEN-1_DR#LINE/R2-NeSL	41	1
TOLMAT-3.103#LINE/L1	41	1
TX1-24_DR#LINE/L1-Tx1	41	1
VULLAG-5.21#LINE/L1	41	1
ZIPCAV-1.210#LINE/L1	41	1
ACROBAT1#DNA/PIF	40	1
APLRUF-1.201_INT#LTR/ERV1	40	1
CHODID-4.74#LINE/L1	40	1
DNA-5-8_DR#DNA/hAT-hAT5	40	1
ERV1-1B_DR-I#LTR/ERV1	40	1
GALVAR-5.360#LINE/L1	40	1
GLIGLI-6.124#LTR/ERVK	40	1
GYPSY-233_DR-LTR#LTR/Gypsy	40	1
HALYOMORPHA_HALYS-1_FAMILY-827#DNA/hAT-Charlie	40	1
HALYOMORPHA_HALYS-4_FAMILY-1529#Unknown	40	1
HAT-N35C_DR#DNA/hAT-Ac	40	1
HERV3-INT#LTR/ERV1	40	1
TAMTET-4.94#LTR/ERVL-MaLR	40	1
TE0170_SO2_FAM1168#LINE/RTE-BovB	40	1
TE0616_SO2_FAM0016#LTR/Gypsy	40	1
TE2626_SO2_FAM0688#DNA/CMC-Chapaev-3	40	1
TE3137_SO2_FAM201#LTR/Gypsy	40	1
TE3391_SO2_FAM094#LTR/Gypsy	40	1
BS2#LINE/I-Jockey	39	1
CASCAN-1.35_INT#LTR/ERV1	39	1
COPIA-2_HM#LTR/Copia	39	1
ENHLUT-1.121#LTR/ERV1	39	1
ENSPM-N10_DR#DNA/CMC-EnSpm	39	1
ENSPMN1_DR#DNA/CMC-EnSpm	39	1
GYPSY-167-I_DR#LTR/Gypsy	39	1
HALYOMORPHA_HALYS-1_FAMILY-255#DNA/TcMar-Mariner	39	1
HALYOMORPHA_HALYS-4_FAMILY-574#Unknown	39	1
NAIAD_ASUUM#PLE/Naiad	39	1
PLAGAN-6.65#DNA/TcMar-Tigger	39	1
RLTR19-INT#LTR/ERVK	39	1
TE0222_SO2_FAM1220#Unknown	39	1
TE1197_SO2_FAM2168#Unknown	39	1
TE2260_SO2_FAM0320#LTR/Copia	39	1
TE3148_SO2_FAM2096#Unknown	39	1
ACOL_OUTCAST_ELE2#Unknown	38	1
CERP4#DNA/TcMar-Mariner	38	1
DF0282913#LTR/ERV1	38	1
HALYOMORPHA_HALYS-6_FAMILY-4232#LINE/RTE-BovB	38	1
L1-69_DR#LINE/L1	38	1
ORYAFE-6.16#LINE/L1	38	1
PROCOQ-5.1514#LTR	38	2
R1-2_HMEL_A#LINE/R1	38	1
TE0564_SO2_FAM0155#LTR/Pao	38	1
TE0719_SO2_FAM1700#Unknown	38	1
TE0835_SO2_FAM1815#Unknown	38	1
BOSIND-1.103#LINE/L1	37	1
CRIGRI-1.117_INT#LTR/ERVK	37	1
DASPUN-1.106#LINE/L1	37	1
HALYOMORPHA_HALYS-4_FAMILY-1839#LINE/RTE-BovB	37	1
HETBRU-5.3022#LTR/ERV1	37	1
LTRIS4B#LTR/ERV1	37	1
NIMB-8_DR#LINE/I	37	1
RHIPRU-1.225#Unknown	37	1
TX1-21_DR#LINE/L1-Tx1	37	1
UROGRA-1.155#LTR/ERV1	37	1
BEL13-I_DR#LTR/Pao	36	1
DINBRA-1.84#LINE/L1	36	1
DNA2-2B_DR#DNA	36	1
ERV3_DR-I#LTR/ERV1	36	1
HALYOMORPHA_HALYS-6_FAMILY-527#Unknown	36	1
HAT-N148_DR#DNA/hAT-Ac	36	1
HAT-N62_DR#DNA/hAT-Tip100	36	1
MERROW_CPB#DNA/CMC-Chapaev-3	36	1
PANONC-1.188#DNA/TcMar-Tigger	36	1
RCS5#Satellite	36	1
SIGHIS-5.655_INT#LTR/ERVK	36	1
TE2411_SO2_FAM0474#LINE/R1	36	1
TE2678_SO2_FAM0743#Unknown	36	1
TE3184_SO2_FAM233#LTR/Gypsy	36	1
ACOCAH-1.76#LTR/ERVK	35	1
ACOL_PAO_BEL_ELE68#Unknown	35	1
GYPSY90-I_DR#LTR/Gypsy	35	1
TE0928_SO2_FAM1906#DNA/hAT-Ac	35	1
UCON65#Unknown	35	1
ACOL_GAMBOL_ELE11#Unknown	34	1
COPIA4-I_DR#LTR/Copia	34	1
GYPSY-201_DR-I#LTR/Gypsy	34	1
GYPSY-211_DR-LTR#LTR/Gypsy	34	1
LTR2B_DR#LTR	34	1
LTR38-INT#LTR/ERV1	34	1
MER61-INT#LTR/ERV1	34	1
NAIAD_OBIM#PLE/Naiad	34	1
TC3#DNA/TcMar-Tc1	34	1
ACOL_TC1-MAR_ELE12#Unknown	33	1
DASPUN-1.198#LTR/ERVK	33	1
DF0282955#LTR/ERV1	33	1
DNA-LIKE-13_HMEL#DNA	33	1
ELLLUT-1.64_INT#LTR/ERVK	33	1
L2-3_DRE#LINE/L2	33	1
L2-56_DR#LINE/L2	33	1
LTR1_MMYO#LTR	33	1
RLTR49#LTR/ERVK	33	1
TE2376_SO2_FAM0437#LINE/L2	33	1
BEL-50_DRE-I#LTR/Pao	32	1
CER12-I_CE#LTR/Pao	32	1
DADA-U1A_DR#DNA/Dada	32	1
I-3_DR#LINE/I	32	1
MER99#DNA/hAT	32	1
REX1-20_DRE#LINE/Rex-Babar	32	1
REX1-31_DRE#LINE/Rex-Babar	32	1
TE1966_SO2_FAM2886#Unknown	32	1
TE3144_SO2_FAM2078#Unknown	32	1
TE3170_SO2_FAM228#Unknown	32	1
TGUERVL2A1_LTR-LB_UCY#LTR/ERVL	32	1
L1MC4#LINE/L1	31	1
PERLON-1.121_INT#LTR/ERV1	31	1
PIPPIP-5.204#LTR/ERV1	31	1
CRATHO-1.77#LINE/L1	30	1
ERV1-N9-I_DR#LTR/ERV1	30	1
GYPSY118-I_DR#LTR/Gypsy	30	1
HYDHYD-6.135#LINE/L1	30	1
L2-14_HMEL_A2A#LINE/L2	30	1
TE0221_SO2_FAM0122#LTR/Gypsy	30	1
ALLBUL-1.332_INT#LTR/ERV1	29	1
DNA-6-N7_DR#DNA/TcMar	29	1
ELEEDW-1.134#Retroposon/sno	29	1
GYPSY11_I#LTR/Gypsy	29	1
NYCCOU-1.284#LTR/ERVL	29	2
PENELOPE-1_DIUL#LINE/Penelope	29	1
TE0891_SO2_FAM0187#LTR/Gypsy	29	1
TE3183_SO2_FAM233#LTR/Gypsy	29	1
SPEDAU-6.219_INT#LTR/ERV1	28	1
TE0140_SO2_FAM0114#LTR/Pao	28	1
TE0191_SO2_FAM1187#Unknown	28	1
GYPSY-195_DR-I#LTR/Gypsy	27	1
HERVL32-INT#LTR/ERVL	27	1
HMSBEAGLE_I#LTR/Gypsy	27	1
TE2531_SO2_FAM0592#LINE/RTE-BovB	27	1
ENSPM-4N1_DR#DNA/CMC-EnSpm	26	1
GALVAR-5.1663_INT#LTR/ERVK	26	1
TE0293_SO2_FAM0129#LTR/Gypsy	26	1
DIRS-6_DR#LTR/Ngaro	25	1
PERLON-5.2339#LINE/L1	25	1
HATN17_DR#DNA/hAT-Tip100	24	1
TE0040_SO2_FAM0104#LTR/Pao	24	1
GYPSY45-I_DR#LTR/Gypsy	21	1
DINBRA-1.59#LINE/L1	17	1
GINGER1-1_DR#DNA/Ginger-1	17	2
ACOCAH-4.277#LINE/L1	16	1
HERVIP10FH-INT#LTR/ERV1	16	1
DNAX-27_DR#DNA	13	1
DNA-5-2B_DR#DNA/hAT-Tip100	12	1
LX9#LINE/L1	11	1
IS4EU-1_DR#DNA/PIF-ISL2EU	10	1
TE0749_SO2_FAM0173#LTR/Pao	10	1
ZISUPTON-5_DR#DNA/Zisupton	10	1
LASBOR-1.35#RC/Helitron	7	1
